140801,"10166869",2
140801,"10166870",5
140801,"10166871",15
140801,"10166872",25
140801,"10166874",2
140801,"10166877",7
140801,"10166881",12
140801,"10166882",11
140801,"10166886",1
140801,"10166888",2
140801,"10166890",28
140801,"10166891",36
140801,"10166892",17
140801,"10166894",25
140801,"10166896",1
140801,"10166897",7
140801,"10166898",1
140801,"10166899",7
140801,"10166900",4
140801,"10166901",13
140801,"10166903",19
140801,"10166905",1
140801,"10166908",19
140801,"10166911",26
140801,"10166912",5
140801,"10166913",3
140801,"10166914",7
140801,"10166915",2
140801,"10166918",66
140801,"10166919",4
140801,"10166920",5
140801,"10166921",17
140801,"10166922",13
140801,"10166923",2
140801,"10166925",30
140801,"10166927",12
140801,"10166928",95
140801,"10166929",39
140801,"10166930",1
140801,"10166931",1
140801,"10166933",1
140801,"10166935",15
140801,"10166936",13
140801,"10166937",16
140801,"10166938",8
140801,"10166939",4
140801,"10166940",2
140801,"10166942",6
140801,"10166943",5
140801,"10166944",2
140801,"10166945",3
140801,"10166946",1
140801,"10166947",19
140801,"10166948",11
140801,"10166949",16
140801,"10166950",8
140801,"10175930",1
140801,"10175932",5
140801,"10175933",5
140801,"10175934",4
140801,"10212918",1
140801,"10212921",1
140801,"10212924",11
140801,"10212927",1
140801,"10212938",2
140801,"10213024",2
140801,"10213272",1
140801,"10213811",7
140801,"10213812",4
140801,"10213813",4
140801,"10213814",4
140801,"10213817",1
140801,"10216955",3
140801,"10216956",38
140801,"10216957",11
140801,"10216959",27
140801,"10216961",2
140801,"10217051",11
140801,"10217053",19
140801,"10217054",3
140801,"10217055",8
140801,"10217056",190
140801,"10217057",1
140801,"10217058",6
140801,"10230653",1
140801,"10230655",6
140801,"10230659",36
140801,"10230661",1
140801,"10230686",5
140801,"10230687",4
140801,"10230688",2
140801,"10230699",6
140801,"10249783",30
140801,"10249784",12
140801,"10249785",47
140801,"10259607",1
140801,"304269",6292
140801,"307761",15
140801,"355827",4893
140801,"405642",18
140801,"409629",23622
140801,"421670",326
140801,"422046",14
140801,"422155",612
140801,"422474",20
140801,"424075",1
140801,"431241",5
140801,"436483",17
140801,"439347",150
140801,"439576",32
